firstName,lastName,temporaryDisplayName,personId,teamId,jersey,pos,heightFeet,heightInches,heightMeters,weightPounds,weightKilograms,dateOfBirthUTC,nbaDebutYear,yearsPro,collegeName,lastAffiliation,country
Jordan,Clarkson,"Clarkson, Jordan",203903,1610612762,0,G,6,4,1.93,194.0,88.0,1992-06-07,2014,7,Missouri,Missouri/USA,USA
Gary,Harris,"Harris, Gary",203914,1610612753,14,G,6,4,1.93,210.0,95.3,1994-09-14,2014,7,Michigan State,Michigan State/USA,USA
Spencer,Dinwiddie,"Dinwiddie, Spencer",203915,1610612742,26,G,6,6,1.98,215.0,97.5,1993-04-06,2014,7,Colorado,Colorado/USA,USA
Nik,Stauskas,"Stauskas, Nik",203917,1610612738,13,G,6,6,1.98,207.0,93.9,1993-10-07,2014,5,Michigan,Michigan/Canada,Canada
Rodney,Hood,"Hood, Rodney",203918,1610612746,22,G-F,6,8,2.03,208.0,94.3,1992-10-20,2014,7,Duke,Duke/USA,USA
Khem,Birch,"Birch, Khem",203920,1610612761,24,C,6,9,2.06,233.0,105.7,1992-09-28,2017,4,UNLV,UNLV/Canada,Canada
Jerami,Grant,"Grant, Jerami",203924,1610612765,9,F,6,8,2.03,210.0,95.3,1994-03-12,2014,7,Syracuse,Syracuse/USA,USA
Joe,Harris,"Harris, Joe",203925,1610612751,12,G-F,6,6,1.98,220.0,99.8,1991-09-06,2014,7,Virginia,Virginia/USA,USA
Doug,McDermott,"McDermott, Doug",203926,1610612759,17,F,6,7,2.01,225.0,102.1,1992-01-03,2014,7,Creighton,Creighton/USA,USA
Aaron,Gordon,"Gordon, Aaron",203932,1610612743,50,F,6,8,2.03,235.0,106.6,1995-09-16,2014,7,Arizona,Arizona/USA,USA
T.J.,Warren,"Warren, T.J.",203933,1610612754,1,F,6,8,2.03,220.0,99.8,1993-09-05,2014,7,North Carolina State,North Carolina State/USA,USA
Marcus,Smart,"Smart, Marcus",203935,1610612738,36,G,6,4,1.93,220.0,99.8,1994-03-06,2014,7,Oklahoma State,Oklahoma State/USA,USA
Kyle,Anderson,"Anderson, Kyle",203937,1610612763,1,F-G,6,9,2.06,230.0,104.3,1993-09-20,2014,7,UCLA,UCLA/USA,USA
Dwight,Powell,"Powell, Dwight",203939,1610612742,7,F-C,6,10,2.08,240.0,108.9,1991-07-20,2014,7,Stanford,Stanford/Canada,Canada
Julius,Randle,"Randle, Julius",203944,1610612752,30,F-C,6,8,2.03,250.0,113.4,1994-11-29,2014,7,Kentucky,Kentucky/USA,USA
Andrew,Wiggins,"Wiggins, Andrew",203952,1610612744,22,F,6,7,2.01,197.0,89.4,1995-02-23,2014,7,Kansas,Kansas/Canada,Canada
Joel,Embiid,"Embiid, Joel",203954,1610612755,21,C-F,7,0,2.13,280.0,127.0,1994-03-16,2016,5,Kansas,Kansas/Cameroon,Cameroon
Dario,Saric,"Saric, Dario",203967,1610612756,20,F-C,6,10,2.08,225.0,102.1,1994-04-08,2016,5,Anadolu Efes,Anadolu Efes/Croatia,Croatia
Clint,Capela,"Capela, Clint",203991,1610612737,15,C,6,10,2.08,256.0,116.1,1994-05-18,2014,7,Elan Chalon,Elan Chalon/Switzerland,Switzerland
Bogdan,Bogdanovic,"Bogdanovic, Bogdan",203992,1610612737,13,G,6,6,1.98,225.0,102.1,1992-08-18,2017,4,Fenerbahce,Fenerbahce/Serbia,Serbia
Jusuf,Nurkic,"Nurkic, Jusuf",203994,1610612757,27,C,6,11,2.11,290.0,131.5,1994-08-23,2014,7,Cedevita,Cedevita/Bosnia and Herzegovina,Bosnia and Herzegovina
Nikola,Jokic,"Jokic, Nikola",203999,1610612743,15,C,6,11,2.11,284.0,128.8,1995-02-19,2015,6,Mega Basket,Mega Basket/Serbia,Serbia
Kristaps,Porzingis,"Porzingis, Kristaps",204001,1610612764,6,F-C,7,3,2.21,240.0,108.9,1995-08-02,2015,5,Cajasol Sevilla,Cajasol Sevilla/Latvia,Latvia
Joe,Ingles,"Ingles, Joe",204060,1610612757,0,F-G,6,8,2.03,220.0,99.8,1987-10-02,2014,7,Maccabi Tel Aviv,Maccabi Tel Aviv/Australia,Australia
T.J.,McConnell,"McConnell, T.J.",204456,1610612754,9,G,6,1,1.85,190.0,86.2,1992-03-25,2015,6,Arizona,Arizona/USA,USA
Tyus,Jones,"Jones, Tyus",1626145,1610612763,21,G,6,0,1.83,196.0,88.9,1996-05-10,2015,6,Duke,Duke/USA,USA
Montrezl,Harrell,"Harrell, Montrezl",1626149,1610612766,8,F-C,6,7,2.01,240.0,108.9,1994-01-26,2015,6,Louisville,Louisville/USA,USA
Delon,Wright,"Wright, Delon",1626153,1610612737,0,G,6,5,1.96,185.0,83.9,1992-04-26,2015,6,Utah,Utah/USA,USA
D'Angelo,Russell,"Russell, D'Angelo",1626156,1610612750,0,G,6,4,1.93,193.0,87.5,1996-02-23,2015,6,Ohio State,Ohio State/USA,USA
Karl-Anthony,Towns,"Towns, Karl-Anthony",1626157,1610612750,32,C-F,6,11,2.11,248.0,112.5,1995-11-15,2015,6,Kentucky,Kentucky/USA,USA
Richaun,Holmes,"Holmes, Richaun",1626158,1610612758,22,F,6,10,2.08,235.0,106.6,1993-10-15,2015,6,Bowling Green,Bowling Green/USA,USA
Justise,Winslow,"Winslow, Justise",1626159,1610612757,26,F-G,6,6,1.98,222.0,100.7,1996-03-26,2015,6,Duke,Duke/USA,USA
Kelly,Oubre Jr.,"Oubre Jr., Kelly",1626162,1610612766,12,F-G,6,6,1.98,203.0,92.1,1995-12-09,2015,6,Kansas,Kansas/USA,USA
Devin,Booker,"Booker, Devin",1626164,1610612756,1,G,6,5,1.96,206.0,93.4,1996-10-30,2015,6,Kentucky,Kentucky/USA,USA
Cameron,Payne,"Payne, Cameron",1626166,1610612756,15,G,6,1,1.85,183.0,83.0,1994-08-08,2015,6,Murray State,Murray State/USA,USA
Myles,Turner,"Turner, Myles",1626167,1610612754,33,C-F,6,11,2.11,250.0,113.4,1996-03-24,2015,6,Texas-Austin,Texas-Austin/USA,USA
Trey,Lyles,"Lyles, Trey",1626168,1610612758,41,F,6,9,2.06,234.0,106.1,1995-11-05,2015,6,Kentucky,Kentucky/Canada,Canada
Stanley,Johnson,"Johnson, Stanley",1626169,1610612747,14,F-G,6,6,1.98,242.0,109.8,1996-05-29,2015,6,Arizona,Arizona/USA,USA
Bobby,Portis,"Portis, Bobby",1626171,1610612749,9,F,6,10,2.08,250.0,113.4,1995-02-10,2015,6,Arkansas,Arkansas/USA,USA
Kevon,Looney,"Looney, Kevon",1626172,1610612744,5,F,6,9,2.06,222.0,100.7,1996-02-06,2015,6,UCLA,UCLA/USA,USA
Christian,Wood,"Wood, Christian",1626174,1610612745,35,F,6,9,2.06,214.0,97.1,1995-09-27,2015,5,UNLV,UNLV/USA,USA
Terry,Rozier,"Rozier, Terry",1626179,1610612766,3,G,6,1,1.85,190.0,86.2,1994-03-17,2015,6,Louisville,Louisville/USA,USA
Norman,Powell,"Powell, Norman",1626181,1610612746,24,G,6,3,1.9,215.0,97.5,1993-05-25,2015,6,UCLA,UCLA/USA,USA
Pat,Connaughton,"Connaughton, Pat",1626192,1610612749,24,G,6,5,1.96,209.0,94.8,1993-01-06,2015,6,Notre Dame,Notre Dame/USA,USA
Willy,Hernangomez,"Hernangomez, Willy",1626195,1610612740,9,C-F,6,11,2.11,250.0,113.4,1994-05-27,2016,5,Cajasol Sevilla,Cajasol Sevilla/Spain,Spain
Josh,Richardson,"Richardson, Josh",1626196,1610612759,7,G,6,5,1.96,200.0,90.7,1993-09-15,2015,6,Tennessee,Tennessee/USA,USA
Larry,Nance Jr.,"Nance Jr., Larry",1626204,1610612740,22,F-C,6,7,2.01,245.0,111.1,1993-01-01,2015,6,Wyoming,Wyoming/USA,USA
Royce,O'Neale,"O'Neale, Royce",1626220,1610612762,23,F,6,5,1.96,226.0,102.5,1993-06-05,2017,4,Baylor,Baylor/USA,USA
Cedi,Osman,"Osman, Cedi",1626224,1610612739,16,F,6,7,2.01,230.0,104.3,1995-04-08,2017,4,Anadolu Efes,Anadolu Efes/Turkey,Turkey
Boban,Marjanovic,"Marjanovic, Boban",1626246,1610612742,51,C,7,3,2.21,290.0,131.5,1988-08-15,2015,6,Crvena zvezda,Crvena zvezda/Serbia,Serbia
Ben,Simmons,"Simmons, Ben",1627732,1610612751,10,G-F,6,11,2.11,240.0,108.9,1996-07-20,2017,4,Louisiana State,Louisiana State/Australia,Australia
Domantas,Sabonis,"Sabonis, Domantas",1627734,1610612758,10,F-C,6,11,2.11,240.0,108.9,1996-05-03,2016,5,Gonzaga,Gonzaga/Lithuania,Lithuania
Malik,Beasley,"Beasley, Malik",1627736,1610612750,5,G,6,4,1.93,187.0,84.8,1996-11-26,2016,5,Florida State,Florida State/USA,USA
Marquese,Chriss,"Chriss, Marquese",1627737,1610612742,35,F,6,9,2.06,240.0,108.9,1997-07-02,2016,5,Washington,Washington/USA,USA
Buddy,Hield,"Hield, Buddy",1627741,1610612754,24,G,6,4,1.93,220.0,99.8,1992-12-17,2016,5,Oklahoma,Oklahoma/Bahamas,Bahamas
Brandon,Ingram,"Ingram, Brandon",1627742,1610612740,14,F,6,8,2.03,190.0,86.2,1997-09-02,2016,5,Duke,Duke/USA,USA
Damian,Jones,"Jones, Damian",1627745,1610612758,30,C,6,11,2.11,245.0,111.1,1995-06-30,2016,5,Vanderbilt,Vanderbilt/USA,USA
Caris,LeVert,"LeVert, Caris",1627747,1610612739,3,G,6,6,1.98,205.0,93.0,1994-08-25,2016,5,Michigan,Michigan/USA,USA
Dejounte,Murray,"Murray, Dejounte",1627749,1610612759,5,G,6,4,1.93,180.0,81.6,1996-09-19,2016,4,Washington,Washington/USA,USA
Jamal,Murray,"Murray, Jamal",1627750,1610612743,27,G,6,3,1.9,215.0,97.5,1997-02-23,2016,5,Kentucky,Kentucky/Canada,Canada
Jakob,Poeltl,"Poeltl, Jakob",1627751,1610612759,25,C,7,1,2.16,245.0,111.1,1995-10-15,2016,5,Utah,Utah/Austria,Austria
Taurean,Prince,"Prince, Taurean",1627752,1610612750,12,F,6,6,1.98,218.0,98.9,1994-03-22,2016,5,Baylor,Baylor/USA,USA
Jaylen,Brown,"Brown, Jaylen",1627759,1610612738,7,G-F,6,6,1.98,223.0,101.2,1996-10-24,2016,5,California,California/USA,USA
Malcolm,Brogdon,"Brogdon, Malcolm",1627763,1610612754,7,G,6,5,1.96,229.0,103.9,1992-12-11,2016,5,Virginia,Virginia/USA,USA
Jake,Layman,"Layman, Jake",1627774,1610612750,10,F,6,8,2.03,209.0,94.8,1994-03-07,2016,5,Maryland,Maryland/USA,USA
Georges,Niang,"Niang, Georges",1627777,1610612755,20,F,6,7,2.01,230.0,104.3,1993-06-17,2016,5,Iowa State,Iowa State/USA,USA
Gary,Payton II,"Payton II, Gary",1627780,1610612744,0,G,6,3,1.9,195.0,88.5,1992-12-01,2016,5,Oregon State,Oregon State/USA,USA
Pascal,Siakam,"Siakam, Pascal",1627783,1610612761,43,F,6,8,2.03,230.0,104.3,1994-04-02,2016,5,New Mexico State,New Mexico State/Cameroon,Cameroon
Furkan,Korkmaz,"Korkmaz, Furkan",1627788,1610612755,30,G-F,6,7,2.01,202.0,91.6,1997-07-24,2017,4,Anadolu Efes,Anadolu Efes/Turkey,Turkey
Timothe,Luwawu-Cabarrot,"Luwawu-Cabarrot, Timothe",1627789,1610612737,7,G-F,6,7,2.01,215.0,97.5,1995-05-09,2016,5,Mega Basket,Mega Basket/France,France
Damion,Lee,"Lee, Damion",1627814,1610612744,1,G-F,6,5,1.96,210.0,95.3,1992-10-21,2017,4,Drexel,Drexel/USA,USA
Juancho,Hernangomez,"Hernangomez, Juancho",1627823,1610612762,41,F,6,9,2.06,214.0,97.1,1995-09-28,2016,5,Estudiantes,Estudiantes/Spain,Spain
Ivica,Zubac,"Zubac, Ivica",1627826,1610612746,40,C,7,0,2.13,240.0,108.9,1997-03-18,2016,5,Mega Basket,Mega Basket/Croatia,Croatia
Dorian,Finney-Smith,"Finney-Smith, Dorian",1627827,1610612742,10,F,6,7,2.01,220.0,99.8,1993-05-04,2016,5,Florida,Florida/USA,USA
Fred,VanVleet,"VanVleet, Fred",1627832,1610612761,23,G,6,1,1.85,197.0,89.4,1994-02-25,2016,5,Wichita State,Wichita State/USA,USA
Ryan,Arcidiacono,"Arcidiacono, Ryan",1627853,1610612752,51,G,6,3,1.9,195.0,88.5,1994-03-26,2017,4,Villanova,Villanova/USA,USA
Bryn,Forbes,"Forbes, Bryn",1627854,1610612743,6,G,6,2,1.88,205.0,93.0,1993-07-23,2016,5,Michigan State,Michigan State/USA,USA
Danuel,House Jr.,"House Jr., Danuel",1627863,1610612762,25,F-G,6,6,1.98,220.0,99.8,1993-06-07,2016,5,Texas A&M,Texas A&M/USA,USA
Derrick,Jones Jr.,"Jones Jr., Derrick",1627884,1610612741,5,F,6,6,1.98,210.0,95.3,1997-02-15,2016,5,UNLV,UNLV/USA,USA
Alex,Caruso,"Caruso, Alex",1627936,1610612741,6,G,6,5,1.96,186.0,84.4,1994-02-28,2017,4,Texas A&M,Texas A&M/USA,USA
David,Nwaba,"Nwaba, David",1628021,1610612745,2,G-F,6,5,1.96,219.0,99.3,1993-01-14,2016,5,Cal Poly,Cal Poly/USA,USA
Gabe,York,"York, Gabe",1628221,1610612754,0,G,6,3,1.9,190.0,86.2,1993-08-02,2021,0,Arizona,Arizona/USA,USA
Markelle,Fultz,"Fultz, Markelle",1628365,1610612753,20,G,6,4,1.93,209.0,94.8,1998-05-29,2017,4,Washington,Washington/USA,USA
Lonzo,Ball,"Ball, Lonzo",1628366,1610612741,2,G,6,6,1.98,190.0,86.2,1997-10-27,2017,4,UCLA,UCLA/USA,USA
Josh,Jackson,"Jackson, Josh",1628367,1610612758,55,G-F,6,8,2.03,207.0,93.9,1997-02-10,2017,4,Kansas,Kansas/USA,USA
De'Aaron,Fox,"Fox, De'Aaron",1628368,1610612758,5,G,6,3,1.9,185.0,83.9,1997-12-20,2017,4,Kentucky,Kentucky/USA,USA
Jayson,Tatum,"Tatum, Jayson",1628369,1610612738,0,F-G,6,8,2.03,210.0,95.3,1998-03-03,2017,4,Duke,Duke/USA,USA
Malik,Monk,"Monk, Malik",1628370,1610612747,11,G,6,3,1.9,200.0,90.7,1998-02-04,2017,4,Kentucky,Kentucky/USA,USA
Jonathan,Isaac,"Isaac, Jonathan",1628371,1610612753,1,F,6,10,2.08,230.0,104.3,1997-10-03,2017,3,Florida State,Florida State/USA,USA
Frank,Ntilikina,"Ntilikina, Frank",1628373,1610612742,21,G,6,4,1.93,200.0,90.7,1998-07-28,2017,4,Strasbourg IG,Strasbourg IG/France,France
Lauri,Markkanen,"Markkanen, Lauri",1628374,1610612739,24,F-C,6,11,2.11,240.0,108.9,1997-05-22,2017,4,Arizona,Arizona/Finland,Finland
Donovan,Mitchell,"Mitchell, Donovan",1628378,1610612762,45,G,6,1,1.85,215.0,97.5,1996-09-07,2017,4,Louisville,Louisville/USA,USA
Luke,Kennard,"Kennard, Luke",1628379,1610612746,5,G,6,5,1.96,206.0,93.4,1996-06-24,2017,4,Duke,Duke/USA,USA
Zach,Collins,"Collins, Zach",1628380,1610612759,23,F-C,6,11,2.11,250.0,113.4,1997-11-19,2017,3,Gonzaga,Gonzaga/USA,USA
John,Collins,"Collins, John",1628381,1610612737,20,F-C,6,9,2.06,226.0,102.5,1997-09-23,2017,4,Wake Forest,Wake Forest/USA,USA
OG,Anunoby,"Anunoby, OG",1628384,1610612761,3,F,6,7,2.01,232.0,105.2,1997-07-17,2017,4,Indiana,Indiana/United Kingdom,United Kingdom
Jarrett,Allen,"Allen, Jarrett",1628386,1610612739,31,C,6,10,2.08,243.0,110.2,1998-04-21,2017,4,Texas-Austin,Texas-Austin/USA,USA
Bam,Adebayo,"Adebayo, Bam",1628389,1610612748,13,C-F,6,9,2.06,255.0,115.7,1997-07-18,2017,4,Kentucky,Kentucky/USA,USA
Isaiah,Hartenstein,"Hartenstein, Isaiah",1628392,1610612746,55,C-F,7,0,2.13,250.0,113.4,1998-05-05,2018,3,Zalgiris,Zalgiris/Germany,Germany
Tony,Bradley,"Bradley, Tony",1628396,1610612741,13,C-F,6,10,2.08,248.0,112.5,1998-01-08,2017,4,North Carolina,North Carolina/USA,USA
Kyle,Kuzma,"Kuzma, Kyle",1628398,1610612764,33,F,6,9,2.06,221.0,100.2,1995-07-24,2017,4,Utah,Utah/USA,USA
Derrick,White,"White, Derrick",1628401,1610612738,9,G,6,4,1.93,190.0,86.2,1994-07-02,2017,4,Colorado,Colorado/USA,USA
Frank,Jackson,"Jackson, Frank",1628402,1610612765,5,G,6,3,1.9,205.0,93.0,1998-05-04,2018,3,Duke,Duke/USA,USA
Josh,Hart,"Hart, Josh",1628404,1610612757,11,G,6,5,1.96,215.0,97.5,1995-03-06,2017,4,Villanova,Villanova/USA,USA
Dillon,Brooks,"Brooks, Dillon",1628415,1610612763,24,G-F,6,7,2.01,225.0,102.1,1996-01-22,2017,4,Oregon,Oregon/Canada,Canada
Thomas,Bryant,"Bryant, Thomas",1628418,1610612764,13,C-F,6,10,2.08,248.0,112.5,1997-07-31,2017,4,Indiana,Indiana/USA,USA
Monte,Morris,"Morris, Monte",1628420,1610612743,11,G,6,2,1.88,183.0,83.0,1995-06-27,2017,4,Iowa State,Iowa State/USA,USA
Sterling,Brown,"Brown, Sterling",1628425,1610612742,0,G-F,6,5,1.96,219.0,99.3,1995-02-10,2017,4,Southern Methodist,Southern Methodist/USA,USA
Vlatko,Cancar,"Cancar, Vlatko",1628427,1610612743,31,F,6,8,2.03,236.0,107.0,1997-04-10,2019,2,San Pablo Burgos,San Pablo Burgos/Slovenia,Slovenia
Davon,Reed,"Reed, Davon",1628432,1610612743,9,G,6,5,1.96,206.0,93.4,1995-06-11,2017,2,Miami,Miami/USA,USA
Luke,Kornet,"Kornet, Luke",1628436,1610612738,40,C-F,7,2,2.18,250.0,113.4,1995-07-15,2017,4,Vanderbilt,Vanderbilt/USA,USA
Chris,Boucher,"Boucher, Chris",1628449,1610612761,25,F-C,6,9,2.06,200.0,90.7,1993-01-11,2017,4,Oregon,Oregon/Saint Lucia,Saint Lucia
Daniel,Theis,"Theis, Daniel",1628464,1610612738,27,F-C,6,9,2.06,245.0,111.1,1992-04-04,2017,4,Brose Bamberg,Brose Bamberg/Germany,Germany
Maxi,Kleber,"Kleber, Maxi",1628467,1610612742,42,F,6,10,2.08,240.0,108.9,1992-01-29,2017,4,Bayern Munich,Bayern Munich/Germany,Germany
Torrey,Craig,"Craig, Torrey",1628470,1610612756,0,F,6,7,2.01,221.0,100.2,1990-12-19,2017,4,South Carolina Upstate,South Carolina Upstate/USA,USA
Mychal,Mulder,"Mulder, Mychal",1628539,1610612748,12,G,6,3,1.9,195.0,88.5,1994-06-12,2019,2,Kentucky,Kentucky/Canada,Canada
Grayson,Allen,"Allen, Grayson",1628960,1610612749,7,G,6,4,1.93,198.0,89.8,1995-10-08,2018,3,Duke,Duke/USA,USA
Udoka,Azubuike,"Azubuike, Udoka",1628962,1610612762,20,C-F,7,0,2.13,270.0,122.5,1999-09-17,2020,1,Kansas,Kansas/Nigeria,Nigeria
Marvin,Bagley III,"Bagley III, Marvin",1628963,1610612765,35,F,6,11,2.11,235.0,106.6,1999-03-14,2018,3,Duke,Duke/USA,USA
Mo,Bamba,"Bamba, Mo",1628964,1610612753,5,C,7,0,2.13,231.0,104.8,1998-05-12,2018,3,Texas-Austin,Texas-Austin/USA,USA
Keita,Bates-Diop,"Bates-Diop, Keita",1628966,1610612759,31,F,6,8,2.03,229.0,103.9,1996-01-23,2018,3,Ohio State,Ohio State/USA,USA
Mikal,Bridges,"Bridges, Mikal",1628969,1610612756,25,F,6,6,1.98,209.0,94.8,1996-08-30,2018,3,Villanova,Villanova/USA,USA
Miles,Bridges,"Bridges, Miles",1628970,1610612766,0,F,6,7,2.01,225.0,102.1,1998-03-21,2018,3,Michigan State,Michigan State/USA,USA
Bruce,Brown,"Brown, Bruce",1628971,1610612751,1,G-F,6,4,1.93,202.0,91.6,1996-08-15,2018,3,Miami,Miami/USA,USA
Troy,Brown Jr.,"Brown Jr., Troy",1628972,1610612741,7,G-F,6,6,1.98,215.0,97.5,1999-07-28,2018,3,Oregon,Oregon/USA,USA
Jalen,Brunson,"Brunson, Jalen",1628973,1610612742,13,G,6,1,1.85,190.0,86.2,1996-08-31,2018,3,Villanova,Villanova/USA,USA
Jevon,Carter,"Carter, Jevon",1628975,1610612749,5,G,6,1,1.85,200.0,90.7,1995-09-14,2018,3,West Virginia,West Virginia/USA,USA
Wendell,Carter Jr.,"Carter Jr., Wendell",1628976,1610612753,34,C-F,6,10,2.08,270.0,122.5,1999-04-16,2018,3,Duke,Duke/USA,USA
Hamidou,Diallo,"Diallo, Hamidou",1628977,1610612765,6,G,6,5,1.96,202.0,91.6,1998-07-31,2018,3,Kentucky,Kentucky/USA,USA
Donte,DiVincenzo,"DiVincenzo, Donte",1628978,1610612758,0,G,6,4,1.93,203.0,92.1,1997-01-31,2018,3,Villanova,Villanova/USA,USA
Bruno,Fernando,"Fernando, Bruno",1628981,1610612745,20,F-C,6,9,2.06,240.0,108.9,1998-08-15,2019,2,Maryland,Maryland/Angola,Angola
Melvin,Frazier Jr.,"Frazier Jr., Melvin",1628982,1610612760,6,G-F,6,5,1.96,215.0,97.5,1996-08-30,2018,2,Tulane,Tulane/USA,USA
Shai,Gilgeous-Alexander,"Gilgeous-Alexander, Shai",1628983,1610612760,2,G,6,6,1.98,180.0,81.6,1998-07-12,2018,3,Kentucky,Kentucky/Canada,Canada
Devonte',Graham,"Graham, Devonte'",1628984,1610612740,4,G,6,1,1.85,195.0,88.5,1995-02-22,2018,3,Kansas,Kansas/USA,USA
Aaron,Holiday,"Holiday, Aaron",1628988,1610612756,4,G,6,0,1.83,185.0,83.9,1996-09-30,2018,3,UCLA,UCLA/USA,USA
Kevin,Huerter,"Huerter, Kevin",1628989,1610612737,3,G-F,6,7,2.01,198.0,89.8,1998-08-27,2018,3,Maryland,Maryland/USA,USA
Jaren,Jackson Jr.,"Jackson Jr., Jaren",1628991,1610612763,13,F-C,6,11,2.11,242.0,109.8,1999-09-15,2018,3,Michigan State,Michigan State/USA,USA
Kevin,Knox II,"Knox II, Kevin",1628995,1610612737,5,F,6,7,2.01,215.0,97.5,1999-08-11,2018,3,Kentucky,Kentucky/USA,USA
Caleb,Martin,"Martin, Caleb",1628997,1610612748,16,F,6,5,1.96,205.0,93.0,1995-09-28,2019,2,Nevada-Reno,Nevada-Reno/USA,USA
Cody,Martin,"Martin, Cody",1628998,1610612766,11,F,6,6,1.98,205.0,93.0,1995-09-28,2019,2,Nevada-Reno,Nevada-Reno/USA,USA
De'Anthony,Melton,"Melton, De'Anthony",1629001,1610612763,0,G,6,2,1.88,200.0,90.7,1998-05-28,2018,3,Southern California,Southern California/USA,USA
Chimezie,Metu,"Metu, Chimezie",1629002,1610612758,7,F-C,6,9,2.06,225.0,102.1,1997-03-22,2018,3,Southern California,Southern California/USA,USA
Shake,Milton,"Milton, Shake",1629003,1610612755,18,G-F,6,5,1.96,205.0,93.0,1996-09-26,2018,3,Southern Methodist,Southern Methodist/USA,USA
Svi,Mykhailiuk,"Mykhailiuk, Svi",1629004,1610612761,14,G-F,6,7,2.01,205.0,93.0,1997-06-10,2018,3,Kansas,Kansas/Ukraine,Ukraine
Josh,Okogie,"Okogie, Josh",1629006,1610612750,20,G,6,4,1.93,213.0,96.6,1998-09-01,2018,3,Georgia Tech,Georgia Tech/Nigeria,Nigeria
Michael,Porter Jr.,"Porter Jr., Michael",1629008,1610612743,1,F,6,10,2.08,218.0,98.9,1998-06-29,2019,2,Missouri,Missouri/USA,USA
Mitchell,Robinson,"Robinson, Mitchell",1629011,1610612752,23,C-F,7,0,2.13,240.0,108.9,1998-04-01,2018,3,Western Kentucky,Western Kentucky/USA,USA
Collin,Sexton,"Sexton, Collin",1629012,1610612739,2,G,6,1,1.85,190.0,86.2,1999-01-04,2018,3,Alabama,Alabama/USA,USA
Landry,Shamet,"Shamet, Landry",1629013,1610612756,14,G,6,4,1.93,190.0,86.2,1997-03-13,2018,3,Wichita State,Wichita State/USA,USA
Anfernee,Simons,"Simons, Anfernee",1629014,1610612757,1,G,6,3,1.9,181.0,82.1,1999-06-08,2018,3,Edgewater HS (FL),Edgewater HS (FL)/USA,USA
Gary,Trent Jr.,"Trent Jr., Gary",1629018,1610612761,33,G-F,6,5,1.96,209.0,94.8,1999-01-18,2018,3,Duke,Duke/USA,USA
Jarred,Vanderbilt,"Vanderbilt, Jarred",1629020,1610612750,8,F,6,9,2.06,214.0,97.1,1999-04-03,2018,3,Kentucky,Kentucky/USA,USA
Moritz,Wagner,"Wagner, Moritz",1629021,1610612753,21,F-C,6,11,2.11,245.0,111.1,1997-04-26,2018,3,Michigan,Michigan/Germany,Germany
Lonnie,Walker IV,"Walker IV, Lonnie",1629022,1610612759,1,G-F,6,4,1.93,204.0,92.5,1998-12-14,2018,3,Miami,Miami/USA,USA
P.J.,Washington,"Washington, P.J.",1629023,1610612766,25,F,6,7,2.01,230.0,104.3,1998-08-23,2019,2,Kentucky,Kentucky/USA,USA
Kenrich,Williams,"Williams, Kenrich",1629026,1610612760,34,G-F,6,6,1.98,210.0,95.3,1994-12-02,2018,3,TCU,TCU/USA,USA
Trae,Young,"Young, Trae",1629027,1610612737,11,G,6,1,1.85,164.0,74.4,1998-09-19,2018,3,Oklahoma,Oklahoma/USA,USA
Deandre,Ayton,"Ayton, Deandre",1629028,1610612756,22,C,6,11,2.11,250.0,113.4,1998-07-23,2018,3,Arizona,Arizona/Bahamas,Bahamas
Luka,Doncic,"Doncic, Luka",1629029,1610612742,77,F-G,6,7,2.01,230.0,104.3,1999-02-28,2018,3,Real Madrid,Real Madrid/Slovenia,Slovenia
Theo,Pinson,"Pinson, Theo",1629033,1610612742,1,G-F,6,5,1.96,212.0,96.2,1995-11-05,2018,3,North Carolina,North Carolina/USA,USA
Carsen,Edwards,"Edwards, Carsen",1629035,1610612765,4,G,5,11,1.8,200.0,90.7,1998-03-12,2019,2,Purdue,Purdue/USA,USA
Goga,Bitadze,"Bitadze, Goga",1629048,1610612754,88,C-F,7,0,2.13,250.0,113.4,1999-07-20,2019,2,Mega Basket,Mega Basket/Georgia,Georgia
Oshae,Brissett,"Brissett, Oshae",1629052,1610612754,12,F-G,6,7,2.01,210.0,95.3,1998-06-20,2019,2,Syracuse,Syracuse/Canada,Canada
Terence,Davis,"Davis, Terence",1629056,1610612758,3,G,6,4,1.93,201.0,91.2,1997-05-16,2019,2,Mississippi,Mississippi/USA,USA
Robert,Williams III,"Williams III, Robert",1629057,1610612738,44,C-F,6,9,2.06,237.0,107.5,1997-10-17,2018,3,Texas A&M,Texas A&M/USA,USA
Rui,Hachimura,"Hachimura, Rui",1629060,1610612764,8,F,6,8,2.03,230.0,104.3,1998-02-08,2019,2,Gonzaga,Gonzaga/Japan,Japan
Isaac,Bonga,"Bonga, Isaac",1629067,1610612761,17,G,6,8,2.03,180.0,81.6,1999-11-08,2018,3,Skyliners Frankfurt,Skyliners Frankfurt/Germany,Germany
Tyler,Cook,"Cook, Tyler",1629076,1610612741,25,F,6,8,2.03,255.0,115.7,1997-09-23,2019,2,Iowa,Iowa/USA,USA
Arnoldas,Kulboka,"Kulboka, Arnoldas",1629083,1610612766,98,F,6,10,2.08,209.0,94.8,1998-01-04,2021,0,Bilbao,Bilbao/Lithuania,Lithuania
Gary,Clark,"Clark, Gary",1629109,1610612740,12,F,6,6,1.98,225.0,102.1,1994-11-16,2018,3,Cincinnati,Cincinnati/USA,USA
